prompt_index,original_row_index,target_class,target_rank_by_votes,target_class_votes,representative_shard_index,position,clean_token_id,clean_votes,target_token_id,target_votes,active_position,dpa_target_radius
1,1,comparator,1,53,3,7,479,447,330,53,1,196
1,1,comparator,1,53,3,8,2852,447,16774,53,1,196
1,1,comparator,1,53,3,9,27396,447,794,53,1,196
1,1,comparator,1,53,3,10,11733,447,5324,26,1,210
1,1,comparator,1,53,3,11,15138,447,82,53,1,196
1,1,comparator,1,53,3,12,498,447,788,53,1,196
1,1,comparator,1,53,3,13,330,447,82601,26,1,210
1,1,comparator,1,53,3,14,16774,447,57410,26,1,210
1,1,comparator,1,53,3,15,794,473,794,473,0,0
1,1,comparator,1,53,3,16,5324,463,5324,463,0,0
1,1,comparator,1,53,3,17,880,446,2150,26,1,209
1,1,comparator,1,53,3,18,64,446,794,26,1,209
1,1,comparator,1,53,3,19,16,446,330,53,1,196
4,4,,1,1,418,0,5324,500,5324,500,0,0
4,4,,1,1,418,1,609,499,16774,1,1,248
4,4,,1,1,418,2,794,500,794,500,0,0
4,4,,1,1,418,3,330,499,4482,1,1,248
4,4,,1,1,418,4,1030,499,2636,1,1,248
4,4,,1,1,418,5,10979,499,498,1,1,248
4,4,,1,1,418,6,20486,499,330,1,1,248
4,4,,1,1,418,7,1220,499,1029,1,1,248
4,4,,1,1,418,8,15204,499,93546,1,1,248
4,4,,1,1,418,9,8894,499,100257,1,1,248
4,4,,1,1,418,10,12,499,,1,1,248
4,4,,1,1,418,11,14500,499,,1,1,248
4,4,,1,1,418,12,28039,499,,1,1,248
4,4,,1,1,418,13,498,499,,1,1,248
4,4,,1,1,418,14,330,499,,1,1,248
4,4,,1,1,418,15,16774,499,,1,1,248
4,4,,1,1,418,16,794,499,,1,1,248
4,4,,1,1,418,17,4482,499,,1,1,248
4,4,,1,1,418,18,2636,499,,1,1,248
4,4,,1,1,418,19,498,499,,1,1,248
5,5,weather-api,1,122,9,0,5324,500,5324,500,0,0
5,5,weather-api,1,122,9,1,609,500,609,500,0,0
5,5,weather-api,1,122,9,2,794,500,794,500,0,0
5,5,weather-api,1,122,9,3,330,500,330,500,0,0
5,5,weather-api,1,122,9,4,359,321,15561,179,1,70
5,5,weather-api,1,122,9,5,1639,321,24851,122,1,99
5,5,weather-api,1,122,9,6,90160,321,498,179,1,70
5,5,weather-api,1,122,9,7,12,321,330,179,1,70
5,5,weather-api,1,122,9,8,15561,321,16774,179,1,70
5,5,weather-api,1,122,9,9,23304,321,794,179,1,70
5,5,weather-api,1,122,9,10,33392,321,4482,179,1,70
5,5,weather-api,1,122,9,11,398,321,2588,41,1,139
5,5,weather-api,1,122,9,12,36663,321,794,41,1,139
5,5,weather-api,1,122,9,13,3914,321,330,41,1,139
5,5,weather-api,1,122,9,14,498,361,87614,40,1,160
5,5,weather-api,1,122,9,15,330,361,11,40,1,160
5,5,weather-api,1,122,9,16,16774,321,17467,40,1,140
5,5,weather-api,1,122,9,17,794,321,498,40,1,140
5,5,weather-api,1,122,9,18,4482,321,330,40,1,140
5,5,weather-api,1,122,9,19,1272,288,31482,40,1,123
5,5,weather-tool,2,57,1,0,5324,500,5324,500,0,0
5,5,weather-tool,2,57,1,1,609,500,609,500,0,0
5,5,weather-tool,2,57,1,2,794,500,794,500,0,0
5,5,weather-tool,2,57,1,3,330,500,330,500,0,0
5,5,weather-tool,2,57,1,4,359,321,15561,179,1,70
5,5,weather-tool,2,57,1,5,1639,321,41324,57,1,131
5,5,weather-tool,2,57,1,6,90160,321,498,179,1,70
5,5,weather-tool,2,57,1,7,12,321,330,179,1,70
5,5,weather-tool,2,57,1,8,15561,321,16774,179,1,70
5,5,weather-tool,2,57,1,9,23304,321,794,179,1,70
5,5,weather-tool,2,57,1,10,33392,321,4482,179,1,70
5,5,weather-tool,2,57,1,11,398,321,359,95,1,112
5,5,weather-tool,2,57,1,12,36663,321,1639,95,1,112
5,5,weather-tool,2,57,1,13,3914,321,90160,95,1,112
5,5,weather-tool,2,57,1,14,498,361,12,95,1,132
5,5,weather-tool,2,57,1,15,330,361,15561,95,1,132
5,5,weather-tool,2,57,1,16,16774,321,23304,95,1,112
5,5,weather-tool,2,57,1,17,794,321,33392,95,1,112
5,5,weather-tool,2,57,1,18,4482,321,398,95,1,112
5,5,weather-tool,2,57,1,19,1272,288,36663,95,1,96
8,8,weather-information-server-get_live_temp,1,162,3,0,5324,500,5324,500,0,0
8,8,weather-information-server-get_live_temp,1,162,3,1,609,500,609,500,0,0
8,8,weather-information-server-get_live_temp,1,162,3,2,794,500,794,500,0,0
8,8,weather-information-server-get_live_temp,1,162,3,3,330,500,330,500,0,0
8,8,weather-information-server-get_live_temp,1,162,3,4,76,338,15561,162,1,87
8,8,weather-information-server-get_live_temp,1,162,3,5,4777,338,81839,162,1,87
8,8,weather-information-server-get_live_temp,1,162,3,6,48974,338,27396,162,1,87
8,8,weather-information-server-get_live_temp,1,162,3,7,66589,338,23304,162,1,87
8,8,weather-information-server-get_live_temp,1,162,3,8,70464,338,56303,162,1,87
8,8,weather-information-server-get_live_temp,1,162,3,9,498,338,12033,162,1,87
8,8,weather-information-server-get_live_temp,1,162,3,10,330,338,498,162,1,87
8,8,weather-information-server-get_live_temp,1,162,3,11,16774,338,330,162,1,87
8,8,weather-information-server-get_live_temp,1,162,3,12,794,338,16774,162,1,87
8,8,weather-information-server-get_live_temp,1,162,3,13,5324,337,794,162,1,87
8,8,weather-information-server-get_live_temp,1,162,3,14,9103,337,5324,162,1,87
8,8,weather-information-server-get_live_temp,1,162,3,15,794,337,24649,162,1,87
8,8,weather-information-server-get_live_temp,1,162,3,16,330,337,794,162,1,87
8,8,weather-information-server-get_live_temp,1,162,3,17,70090,337,330,139,1,98
8,8,weather-information-server-get_live_temp,1,162,3,18,3855,251,1272,138,1,56
8,8,weather-information-server-get_live_temp,1,162,3,19,679,251,13,162,1,44
9,9,weather-mcp-server-get_current_datetime,1,3,26,0,5324,500,5324,500,0,0
9,9,weather-mcp-server-get_current_datetime,1,3,26,1,609,500,609,500,0,0
9,9,weather-mcp-server-get_current_datetime,1,3,26,2,794,500,794,500,0,0
9,9,weather-mcp-server-get_current_datetime,1,3,26,3,330,500,330,500,0,0
9,9,weather-mcp-server-get_current_datetime,1,3,26,4,15561,500,15561,500,0,0
9,9,weather-mcp-server-get_current_datetime,1,3,26,5,1474,500,1474,500,0,0
9,9,weather-mcp-server-get_current_datetime,1,3,26,6,4777,500,4777,500,0,0
9,9,weather-mcp-server-get_current_datetime,1,3,26,7,27396,500,27396,500,0,0
9,9,weather-mcp-server-get_current_datetime,1,3,26,8,23304,500,23304,500,0,0
9,9,weather-mcp-server-get_current_datetime,1,3,26,9,11327,500,11327,500,0,0
9,9,weather-mcp-server-get_current_datetime,1,3,26,10,70464,497,30043,3,1,246
9,9,weather-mcp-server-get_current_datetime,1,3,26,11,498,500,498,500,0,0
9,9,weather-mcp-server-get_current_datetime,1,3,26,12,330,500,330,500,0,0
9,9,weather-mcp-server-get_current_datetime,1,3,26,13,16774,500,16774,500,0,0
9,9,weather-mcp-server-get_current_datetime,1,3,26,14,794,500,794,500,0,0
9,9,weather-mcp-server-get_current_datetime,1,3,26,15,5324,483,5324,483,0,0
9,9,weather-mcp-server-get_current_datetime,1,3,26,16,9103,480,44371,3,1,238
9,9,weather-mcp-server-get_current_datetime,1,3,26,17,794,480,1292,3,1,238
9,9,weather-mcp-server-get_current_datetime,1,3,26,18,330,480,794,3,1,238
9,9,weather-mcp-server-get_current_datetime,1,3,26,19,78218,480,330,3,1,238
10,10,united-states-weather-get_weather_stations,1,56,9,0,5324,500,5324,500,0,0
10,10,united-states-weather-get_weather_stations,1,56,9,1,609,500,609,500,0,0
10,10,united-states-weather-get_weather_stations,1,56,9,2,794,500,794,500,0,0
10,10,united-states-weather-get_weather_stations,1,56,9,3,330,500,330,500,0,0
10,10,united-states-weather-get_weather_stations,1,56,9,4,359,500,359,500,0,0
10,10,united-states-weather-get_weather_stations,1,56,9,5,1639,500,1639,500,0,0
10,10,united-states-weather-get_weather_stations,1,56,9,6,90160,500,90160,500,0,0
10,10,united-states-weather-get_weather_stations,1,56,9,7,12,500,12,500,0,0
10,10,united-states-weather-get_weather_stations,1,56,9,8,15561,500,15561,500,0,0
10,10,united-states-weather-get_weather_stations,1,56,9,9,23304,500,23304,500,0,0
10,10,united-states-weather-get_weather_stations,1,56,9,10,70464,500,70464,500,0,0
10,10,united-states-weather-get_weather_stations,1,56,9,11,36663,444,1284,56,1,193
10,10,united-states-weather-get_weather_stations,1,56,9,12,3914,444,811,56,1,193
10,10,united-states-weather-get_weather_stations,1,56,9,13,498,500,498,500,0,0
10,10,united-states-weather-get_weather_stations,1,56,9,14,330,500,330,500,0,0
10,10,united-states-weather-get_weather_stations,1,56,9,15,16774,500,16774,500,0,0
10,10,united-states-weather-get_weather_stations,1,56,9,16,794,500,794,500,0,0
10,10,united-states-weather-get_weather_stations,1,56,9,17,4482,286,4482,286,0,0
10,10,united-states-weather-get_weather_stations,1,56,9,18,1272,282,1272,282,0,0
10,10,united-states-weather-get_weather_stations,1,56,9,19,13,282,13,282,0,0
11,11,word-definition-server,1,3,154,0,5324,500,5324,500,0,0
11,11,word-definition-server,1,3,154,1,609,500,609,500,0,0
11,11,word-definition-server,1,3,154,2,794,500,794,500,0,0
11,11,word-definition-server,1,3,154,3,330,500,330,500,0,0
11,11,word-definition-server,1,3,154,4,76,493,1178,7,1,242
11,11,word-definition-server,1,3,154,5,4777,493,90150,4,1,244
11,11,word-definition-server,1,3,154,6,27396,496,27396,496,0,0
11,11,word-definition-server,1,3,154,7,23304,493,498,3,1,244
11,11,word-definition-server,1,3,154,8,85981,493,330,3,1,244
11,11,word-definition-server,1,3,154,9,498,493,16774,3,1,244
11,11,word-definition-server,1,3,154,10,330,493,794,3,1,244
11,11,word-definition-server,1,3,154,11,16774,493,4482,3,1,244
11,11,word-definition-server,1,3,154,12,794,493,82,3,1,244
11,11,word-definition-server,1,3,154,13,5324,473,98681,3,1,234
11,11,word-definition-server,1,3,154,14,1178,473,93546,2,1,235
11,11,word-definition-server,1,3,154,15,794,473,100257,2,1,235
11,11,word-definition-server,1,3,154,16,330,473,,6,1,233
11,11,word-definition-server,1,3,154,17,82,473,,6,1,233
11,11,word-definition-server,1,3,154,18,98681,473,,26,1,223
11,11,word-definition-server,1,3,154,19,32075,237,,26,1,105
11,11,word_search,2,3,178,0,5324,500,5324,500,0,0
11,11,word_search,2,3,178,1,609,500,609,500,0,0
11,11,word_search,2,3,178,2,794,500,794,500,0,0
11,11,word_search,2,3,178,3,330,500,330,500,0,0
11,11,word_search,2,3,178,4,76,493,1178,7,1,242
11,11,word_search,2,3,178,5,4777,493,10947,3,1,244
11,11,word_search,2,3,178,6,27396,496,498,4,1,245
11,11,word_search,2,3,178,7,23304,493,330,4,1,244
11,11,word_search,2,3,178,8,85981,493,16774,4,1,244
11,11,word_search,2,3,178,9,498,493,794,4,1,244
11,11,word_search,2,3,178,10,330,493,4482,4,1,244
11,11,word_search,2,3,178,11,16774,493,82,4,1,244
11,11,word_search,2,3,178,12,794,493,98681,4,1,244
11,11,word_search,2,3,178,13,5324,473,93546,4,1,234
11,11,word_search,2,3,178,14,1178,473,100257,4,1,234
11,11,word_search,2,3,178,15,794,473,,4,1,234
11,11,word_search,2,3,178,16,330,473,,6,1,233
11,11,word_search,2,3,178,17,82,473,,6,1,233
11,11,word_search,2,3,178,18,98681,473,,26,1,223
11,11,word_search,2,3,178,19,32075,237,,26,1,105
11,11,word-definition,3,1,399,0,5324,500,5324,500,0,0
11,11,word-definition,3,1,399,1,609,500,609,500,0,0
11,11,word-definition,3,1,399,2,794,500,794,500,0,0
11,11,word-definition,3,1,399,3,330,500,330,500,0,0
11,11,word-definition,3,1,399,4,76,493,1178,7,1,242
11,11,word-definition,3,1,399,5,4777,493,90150,4,1,244
11,11,word-definition,3,1,399,6,27396,496,498,4,1,245
11,11,word-definition,3,1,399,7,23304,493,330,4,1,244
11,11,word-definition,3,1,399,8,85981,493,16774,4,1,244
11,11,word-definition,3,1,399,9,498,493,794,4,1,244
11,11,word-definition,3,1,399,10,330,493,4482,4,1,244
11,11,word-definition,3,1,399,11,16774,493,82,4,1,244
11,11,word-definition,3,1,399,12,794,493,98681,4,1,244
11,11,word-definition,3,1,399,13,5324,473,93546,4,1,234
11,11,word-definition,3,1,399,14,1178,473,100257,4,1,234
11,11,word-definition,3,1,399,15,794,473,,4,1,234
11,11,word-definition,3,1,399,16,330,473,,6,1,233
11,11,word-definition,3,1,399,17,82,473,,6,1,233
11,11,word-definition,3,1,399,18,98681,473,,26,1,223
11,11,word-definition,3,1,399,19,32075,237,,26,1,105
12,12,think-tool-server-log_thoughts,1,115,1,0,5324,500,5324,500,0,0
12,12,think-tool-server-log_thoughts,1,115,1,1,609,500,609,500,0,0
12,12,think-tool-server-log_thoughts,1,115,1,2,794,500,794,500,0,0
12,12,think-tool-server-log_thoughts,1,115,1,3,330,500,330,500,0,0
12,12,think-tool-server-log_thoughts,1,115,1,4,27963,500,27963,500,0,0
12,12,think-tool-server-log_thoughts,1,115,1,5,41324,500,41324,500,0,0
12,12,think-tool-server-log_thoughts,1,115,1,6,27396,500,27396,500,0,0
12,12,think-tool-server-log_thoughts,1,115,1,7,7716,312,47432,140,1,85
12,12,think-tool-server-log_thoughts,1,115,1,8,771,312,5978,115,1,98
12,12,think-tool-server-log_thoughts,1,115,1,9,498,336,2509,115,1,110
12,12,think-tool-server-log_thoughts,1,115,1,10,330,336,82,115,1,110
12,12,think-tool-server-log_thoughts,1,115,1,11,16774,336,498,115,1,110
12,12,think-tool-server-log_thoughts,1,115,1,12,794,336,330,115,1,110
12,12,think-tool-server-log_thoughts,1,115,1,13,330,275,16774,115,1,79
12,12,think-tool-server-log_thoughts,1,115,1,14,85269,205,794,115,1,44
12,12,think-tool-server-log_thoughts,1,115,1,15,311,124,5324,94,1,14
12,12,think-tool-server-log_thoughts,1,115,1,16,1781,121,2484,94,1,13
12,12,think-tool-server-log_thoughts,1,115,1,17,922,121,33922,94,1,13
12,12,think-tool-server-log_thoughts,1,115,1,18,279,121,794,94,1,13
12,12,think-tool-server-log_thoughts,1,115,1,19,,113,3132,94,1,9
12,12,think-tool-server,2,48,6,0,5324,500,5324,500,0,0
12,12,think-tool-server,2,48,6,1,609,500,609,500,0,0
12,12,think-tool-server,2,48,6,2,794,500,794,500,0,0
12,12,think-tool-server,2,48,6,3,330,500,330,500,0,0
12,12,think-tool-server,2,48,6,4,27963,500,27963,500,0,0
12,12,think-tool-server,2,48,6,5,41324,500,41324,500,0,0
12,12,think-tool-server,2,48,6,6,27396,500,27396,500,0,0
12,12,think-tool-server,2,48,6,7,7716,312,498,48,1,131
12,12,think-tool-server,2,48,6,8,771,312,330,48,1,131
12,12,think-tool-server,2,48,6,9,498,336,16774,48,1,143
12,12,think-tool-server,2,48,6,10,330,336,794,48,1,143
12,12,think-tool-server,2,48,6,11,16774,336,4482,48,1,143
12,12,think-tool-server,2,48,6,12,794,336,61665,40,1,147
12,12,think-tool-server,2,48,6,13,330,275,498,40,1,117
12,12,think-tool-server,2,48,6,14,85269,205,330,40,1,82
12,12,think-tool-server,2,48,6,15,311,124,2484,40,1,41
12,12,think-tool-server,2,48,6,16,1781,121,3222,40,1,40
12,12,think-tool-server,2,48,6,17,922,121,93546,40,1,40
12,12,think-tool-server,2,48,6,18,279,121,100257,43,1,38
12,12,think-tool-server,2,48,6,19,,113,,113,0,0
12,12,think-tool-server-log_analysis,3,24,26,0,5324,500,5324,500,0,0
12,12,think-tool-server-log_analysis,3,24,26,1,609,500,609,500,0,0
12,12,think-tool-server-log_analysis,3,24,26,2,794,500,794,500,0,0
12,12,think-tool-server-log_analysis,3,24,26,3,330,500,330,500,0,0
12,12,think-tool-server-log_analysis,3,24,26,4,27963,500,27963,500,0,0
12,12,think-tool-server-log_analysis,3,24,26,5,41324,500,41324,500,0,0
12,12,think-tool-server-log_analysis,3,24,26,6,27396,500,27396,500,0,0
12,12,think-tool-server-log_analysis,3,24,26,7,7716,312,47432,140,1,85
12,12,think-tool-server-log_analysis,3,24,26,8,771,312,43782,24,1,143
12,12,think-tool-server-log_analysis,3,24,26,9,498,336,498,336,0,0
12,12,think-tool-server-log_analysis,3,24,26,10,330,336,330,336,0,0
12,12,think-tool-server-log_analysis,3,24,26,11,16774,336,16774,336,0,0
12,12,think-tool-server-log_analysis,3,24,26,12,794,336,794,336,0,0
12,12,think-tool-server-log_analysis,3,24,26,13,330,275,4482,17,1,128
12,12,think-tool-server-log_analysis,3,24,26,14,85269,205,59,16,1,94
12,12,think-tool-server-log_analysis,3,24,26,15,311,124,77,16,1,53
12,12,think-tool-server-log_analysis,3,24,26,16,1781,121,1734,13,1,53
12,12,think-tool-server-log_analysis,3,24,26,17,922,121,310,13,1,53
12,12,think-tool-server-log_analysis,3,24,26,18,279,121,18161,13,1,53
12,12,think-tool-server-log_analysis,3,24,26,19,,113,7338,13,1,49
12,12,think-tool-server-log,4,1,390,0,5324,500,5324,500,0,0
12,12,think-tool-server-log,4,1,390,1,609,500,609,500,0,0
12,12,think-tool-server-log,4,1,390,2,794,500,794,500,0,0
12,12,think-tool-server-log,4,1,390,3,330,500,330,500,0,0
12,12,think-tool-server-log,4,1,390,4,27963,500,27963,500,0,0
12,12,think-tool-server-log,4,1,390,5,41324,500,41324,500,0,0
12,12,think-tool-server-log,4,1,390,6,27396,500,27396,500,0,0
12,12,think-tool-server-log,4,1,390,7,7716,312,47432,140,1,85
12,12,think-tool-server-log,4,1,390,8,771,312,498,1,1,155
12,12,think-tool-server-log,4,1,390,9,498,336,330,1,1,167
12,12,think-tool-server-log,4,1,390,10,330,336,16774,1,1,167
12,12,think-tool-server-log,4,1,390,11,16774,336,794,1,1,167
12,12,think-tool-server-log,4,1,390,12,794,336,4482,1,1,167
12,12,think-tool-server-log,4,1,390,13,330,275,59,1,1,136
12,12,think-tool-server-log,4,1,390,14,85269,205,77,1,1,101
12,12,think-tool-server-log,4,1,390,15,311,124,1734,1,1,61
12,12,think-tool-server-log,4,1,390,16,1781,121,310,4,1,58
12,12,think-tool-server-log,4,1,390,17,922,121,18161,1,1,59
12,12,think-tool-server-log,4,1,390,18,279,121,7338,1,1,59
12,12,think-tool-server-log,4,1,390,19,,113,77,1,1,55
18,18,coin-price-fetcher,1,1,317,0,5324,500,5324,500,0,0
18,18,coin-price-fetcher,1,1,317,1,609,500,609,500,0,0
18,18,coin-price-fetcher,1,1,317,2,794,500,794,500,0,0
18,18,coin-price-fetcher,1,1,317,3,330,500,330,500,0,0
18,18,coin-price-fetcher,1,1,317,4,7307,500,7307,500,0,0
18,18,coin-price-fetcher,1,1,317,5,38408,500,38408,500,0,0
18,18,coin-price-fetcher,1,1,317,6,81140,500,81140,500,0,0
18,18,coin-price-fetcher,1,1,317,7,261,500,261,500,0,0
18,18,coin-price-fetcher,1,1,317,8,23304,499,498,1,1,248
18,18,coin-price-fetcher,1,1,317,9,42280,499,330,1,1,248
18,18,coin-price-fetcher,1,1,317,10,1767,499,16774,1,1,248
18,18,coin-price-fetcher,1,1,317,11,498,499,794,1,1,248
18,18,coin-price-fetcher,1,1,317,12,330,499,4482,1,1,248
18,18,coin-price-fetcher,1,1,317,13,16774,499,85010,1,1,248
18,18,coin-price-fetcher,1,1,317,14,794,499,498,1,1,248
18,18,coin-price-fetcher,1,1,317,15,5324,474,330,1,1,236
18,18,coin-price-fetcher,1,1,317,16,7307,479,774,1,1,238
18,18,coin-price-fetcher,1,1,317,17,794,474,498,20,1,226
18,18,coin-price-fetcher,1,1,317,18,330,494,330,494,0,0
18,18,coin-price-fetcher,1,1,317,19,85010,459,355,1,1,228
21,21,compact-camera,1,163,0,0,5324,500,5324,500,0,0
21,21,compact-camera,1,163,0,1,609,500,609,500,0,0
21,21,compact-camera,1,163,0,2,794,500,794,500,0,0
21,21,compact-camera,1,163,0,3,330,500,330,500,0,0
21,21,compact-camera,1,163,0,4,40860,498,40860,498,0,0
21,21,compact-camera,1,163,0,5,73044,493,73044,493,0,0
21,21,compact-camera,1,163,0,6,92576,330,498,163,1,83
21,21,compact-camera,1,163,0,7,498,335,330,163,1,85
21,21,compact-camera,1,163,0,8,330,335,16774,163,1,85
21,21,compact-camera,1,163,0,9,16774,335,794,163,1,85
21,21,compact-camera,1,163,0,10,794,335,4482,163,1,85
21,21,compact-camera,1,163,0,11,4482,335,4238,163,1,85
21,21,compact-camera,1,163,0,12,4238,335,1377,163,1,85
21,21,compact-camera,1,163,0,13,1377,335,44237,163,1,85
21,21,compact-camera,1,163,0,14,44237,335,498,163,1,85
21,21,compact-camera,1,163,0,15,498,335,330,163,1,85
21,21,compact-camera,1,163,0,16,330,335,20559,27,1,153
21,21,compact-camera,1,163,0,17,48956,234,57767,27,1,103
21,21,compact-camera,1,163,0,18,60547,228,1646,27,1,100
21,21,compact-camera,1,163,0,19,466,228,93546,34,1,96
21,21,compact_standard_camera,2,5,78,0,5324,500,5324,500,0,0
21,21,compact_standard_camera,2,5,78,1,609,500,609,500,0,0
21,21,compact_standard_camera,2,5,78,2,794,500,794,500,0,0
21,21,compact_standard_camera,2,5,78,3,330,500,330,500,0,0
21,21,compact_standard_camera,2,5,78,4,40860,498,40860,498,0,0
21,21,compact_standard_camera,2,5,78,5,73044,493,49788,5,1,243
21,21,compact_standard_camera,2,5,78,6,92576,330,30943,5,1,162
21,21,compact_standard_camera,2,5,78,7,498,335,498,335,0,0
21,21,compact_standard_camera,2,5,78,8,330,335,330,335,0,0
21,21,compact_standard_camera,2,5,78,9,16774,335,16774,335,0,0
21,21,compact_standard_camera,2,5,78,10,794,335,794,335,0,0
21,21,compact_standard_camera,2,5,78,11,4482,335,4482,335,0,0
21,21,compact_standard_camera,2,5,78,12,4238,335,4238,335,0,0
21,21,compact_standard_camera,2,5,78,13,1377,335,1377,335,0,0
21,21,compact_standard_camera,2,5,78,14,44237,335,44237,335,0,0
21,21,compact_standard_camera,2,5,78,15,498,335,498,335,0,0
21,21,compact_standard_camera,2,5,78,16,330,335,330,335,0,0
21,21,compact_standard_camera,2,5,78,17,48956,234,48956,234,0,0
21,21,compact_standard_camera,2,5,78,18,60547,228,904,6,1,110
21,21,compact_standard_camera,2,5,78,19,466,228,2919,6,1,110
21,21,camera,3,2,165,0,5324,500,5324,500,0,0
21,21,camera,3,2,165,1,609,500,609,500,0,0
21,21,camera,3,2,165,2,794,500,794,500,0,0
21,21,camera,3,2,165,3,330,500,330,500,0,0
21,21,camera,3,2,165,4,40860,498,25954,2,1,247
21,21,camera,3,2,165,5,73044,493,498,2,1,245
21,21,camera,3,2,165,6,92576,330,330,2,1,163
21,21,camera,3,2,165,7,498,335,16774,2,1,166
21,21,camera,3,2,165,8,330,335,794,2,1,166
21,21,camera,3,2,165,9,16774,335,4482,2,1,166
21,21,camera,3,2,165,10,794,335,403,1,1,166
21,21,camera,3,2,165,11,4482,335,14687,1,1,166
21,21,camera,3,2,165,12,4238,335,6045,1,1,166
21,21,camera,3,2,165,13,1377,335,93546,1,1,166
21,21,camera,3,2,165,14,44237,335,100257,1,1,166
21,21,camera,3,2,165,15,498,335,,1,1,166
21,21,camera,3,2,165,16,330,335,,1,1,166
21,21,camera,3,2,165,17,48956,234,,1,1,116
21,21,camera,3,2,165,18,60547,228,,1,1,113
21,21,camera,3,2,165,19,466,228,,1,1,113
22,22,math,1,12,26,0,5324,500,5324,500,0,0
22,22,math,1,12,26,1,609,500,609,500,0,0
22,22,math,1,12,26,2,794,500,794,500,0,0
22,22,math,1,12,26,3,330,500,330,500,0,0
22,22,math,1,12,26,4,89921,484,10590,16,1,233
22,22,math,1,12,26,5,27396,484,498,12,1,235
22,22,math,1,12,26,6,1824,484,330,12,1,235
22,22,math,1,12,26,7,46541,484,16774,12,1,235
22,22,math,1,12,26,8,498,484,794,12,1,235
22,22,math,1,12,26,9,330,484,5324,4,1,239
22,22,math,1,12,26,10,16774,484,5143,4,1,239
22,22,math,1,12,26,11,794,484,21399,4,1,239
22,22,math,1,12,26,12,5324,484,12855,4,1,239
22,22,math,1,12,26,13,29199,484,794,4,1,239
22,22,math,1,12,26,14,794,484,220,8,1,237
22,22,math,1,12,26,15,330,492,22,4,1,243
