prompt_index,original_row_index,position,clean_token_id,clean_votes,runner_up_token_id,runner_up_votes,num_unique_tokens,dpa_stability_radius
10,10,10,70464,500,,0,1,249
10,10,11,36663,444,1284,56,2,193
10,10,12,3914,444,811,56,2,193
10,10,13,498,500,,0,1,249
10,10,14,330,500,,0,1,249
10,10,15,16774,500,,0,1,249
10,10,16,794,500,,0,1,249
10,10,17,4482,286,5324,214,2,35
10,10,18,1272,282,2588,215,3,33
10,10,19,13,282,794,215,4,33
11,11,0,5324,500,,0,1,249
11,11,1,609,500,,0,1,249
11,11,2,794,500,,0,1,249
11,11,3,330,500,,0,1,249
11,11,4,76,493,1178,7,2,242
11,11,5,4777,493,90150,4,3,244
11,11,6,27396,496,498,4,2,245
11,11,7,23304,493,330,4,3,244
11,11,8,85981,493,16774,4,3,244
11,11,9,498,493,794,4,3,244
11,11,10,330,493,4482,4,3,244
11,11,11,16774,493,82,4,3,244
11,11,12,794,493,98681,4,3,244
11,11,13,5324,473,4482,20,4,226
11,11,14,1178,473,82,20,5,226
11,11,15,794,473,98681,20,5,226
11,11,16,330,473,93546,20,4,226
11,11,17,82,473,100257,20,4,226
11,11,18,98681,473,,26,3,223
11,11,19,32075,237,9388,235,5,0
12,12,0,5324,500,,0,1,249
12,12,1,609,500,,0,1,249
12,12,2,794,500,,0,1,249
12,12,3,330,500,,0,1,249
12,12,4,27963,500,,0,1,249
12,12,5,41324,500,,0,1,249
12,12,6,27396,500,,0,1,249
12,12,7,7716,312,47432,140,3,85
12,12,8,771,312,5978,115,5,98
12,12,9,498,336,2509,115,4,110
12,12,10,330,336,82,115,4,110
12,12,11,16774,336,498,115,4,110
12,12,12,794,336,330,115,5,110
12,12,13,330,275,16774,115,7,79
12,12,14,85269,205,794,115,10,44
12,12,15,311,124,5324,94,13,14
12,12,16,1781,121,2484,94,19,13
12,12,17,922,121,33922,94,19,13
12,12,18,279,121,794,94,17,13
12,12,19,,113,3132,94,16,9
13,13,0,5324,500,,0,1,249
13,13,1,609,500,,0,1,249
13,13,2,794,500,,0,1,249
13,13,3,330,500,,0,1,249
13,13,4,27963,500,,0,1,249
13,13,5,41324,500,,0,1,249
13,13,6,27396,500,,0,1,249
13,13,7,7716,500,,0,1,249
13,13,8,771,500,,0,1,249
13,13,9,498,500,,0,1,249
13,13,10,330,500,,0,1,249
13,13,11,16774,500,,0,1,249
13,13,12,794,500,,0,1,249
13,13,13,5324,462,4482,38,2,211
13,13,14,61665,462,69154,38,2,211
13,13,15,794,462,6157,38,2,211
13,13,16,330,462,498,35,3,213
13,13,17,26021,403,1110,54,5,174
13,13,18,264,403,53999,54,5,174
13,13,19,16195,403,12625,59,4,171
14,14,0,5324,500,,0,1,249
14,14,1,609,500,,0,1,249
14,14,2,794,500,,0,1,249
14,14,3,330,500,,0,1,249
14,14,4,36771,500,,0,1,249
14,14,5,27396,500,,0,1,249
14,14,6,23304,500,,0,1,249
14,14,7,85981,500,,0,1,249
14,14,8,498,500,,0,1,249
14,14,9,330,500,,0,1,249
14,14,10,16774,500,,0,1,249
14,14,11,794,500,,0,1,249
14,14,12,5324,500,,0,1,249
14,14,13,1178,489,13495,11,2,238
14,14,14,794,500,,0,1,249
14,14,15,330,489,5324,11,2,238
14,14,16,9326,489,1178,11,2,238
14,14,17,525,489,794,11,2,238
14,14,18,32075,408,9388,81,3,163
14,14,19,100257,408,92,79,4,164
15,15,0,5324,500,,0,1,249
15,15,1,609,500,,0,1,249
15,15,2,794,500,,0,1,249
15,15,3,330,500,,0,1,249
15,15,4,359,500,,0,1,249
15,15,5,1639,500,,0,1,249
15,15,6,90160,500,,0,1,249
15,15,7,12,500,,0,1,249
15,15,8,15561,500,,0,1,249
15,15,9,23304,500,,0,1,249
15,15,10,70464,500,,0,1,249
15,15,11,1284,500,,0,1,249
15,15,12,811,500,,0,1,249
15,15,13,498,500,,0,1,249
15,15,14,330,500,,0,1,249
15,15,15,16774,500,,0,1,249
15,15,16,794,500,,0,1,249
15,15,17,4482,500,,0,1,249
15,15,18,1272,288,45,212,2,37
15,15,19,13,288,18826,212,2,37
16,16,0,5324,500,,0,1,249
16,16,1,609,500,,0,1,249
16,16,2,794,500,,0,1,249
16,16,3,330,500,,0,1,249
16,16,4,10590,500,,0,1,249
16,16,5,27396,500,,0,1,249
16,16,6,19082,500,,0,1,249
16,16,7,498,500,,0,1,249
16,16,8,330,500,,0,1,249
16,16,9,16774,500,,0,1,249
16,16,10,794,500,,0,1,249
16,16,11,5324,500,,0,1,249
16,16,12,64,443,22,57,2,192
16,16,13,794,500,,0,1,249
16,16,14,220,500,,0,1,249
16,16,15,22,500,,0,1,249
16,16,16,353,436,11,64,2,185
16,16,17,220,436,330,64,2,185
16,16,18,717,436,1224,38,4,198
16,16,19,11,436,9217,38,4,198
17,17,0,5324,500,,0,1,249
17,17,1,609,500,,0,1,249
17,17,2,794,500,,0,1,249
17,17,3,330,500,,0,1,249
17,17,4,1889,500,,0,1,249
17,17,5,84156,500,,0,1,249
17,17,6,1474,500,,0,1,249
17,17,7,4777,500,,0,1,249
17,17,8,27396,500,,0,1,249
17,17,9,23831,500,,0,1,249
17,17,10,26327,500,,0,1,249
17,17,11,498,500,,0,1,249
17,17,12,330,500,,0,1,249
17,17,13,16774,500,,0,1,249
17,17,14,794,500,,0,1,249
17,17,15,5324,443,4482,57,2,192
17,17,16,1889,443,12958,57,2,192
17,17,17,794,443,498,57,2,192
17,17,18,330,500,,0,1,249
17,17,19,29398,443,2465,52,3,195
18,18,0,5324,500,,0,1,249
18,18,1,609,500,,0,1,249
18,18,2,794,500,,0,1,249
18,18,3,330,500,,0,1,249
18,18,4,7307,500,,0,1,249
18,18,5,38408,500,,0,1,249
18,18,6,81140,500,,0,1,249
18,18,7,261,500,,0,1,249
18,18,8,23304,499,498,1,2,248
18,18,9,42280,499,330,1,2,248
18,18,10,1767,499,16774,1,2,248
18,18,11,498,499,794,1,2,248
18,18,12,330,499,4482,1,2,248
18,18,13,16774,499,85010,1,2,248
18,18,14,794,499,498,1,2,248
18,18,15,5324,474,4482,25,3,224
18,18,16,7307,479,85010,14,4,232
18,18,17,794,474,498,20,3,226
18,18,18,330,494,60218,6,2,243
18,18,19,85010,459,49387,15,7,221
19,19,0,5324,500,,0,1,249
19,19,1,609,500,,0,1,249
19,19,2,794,500,,0,1,249
19,19,3,330,500,,0,1,249
19,19,4,1342,500,,0,1,249
19,19,5,47567,500,,0,1,249
19,19,6,1474,500,,0,1,249
19,19,7,4777,500,,0,1,249
19,19,8,27396,500,,0,1,249
19,19,9,9529,500,,0,1,249
19,19,10,34852,500,,0,1,249
19,19,11,498,500,,0,1,249
19,19,12,330,500,,0,1,249
19,19,13,16774,500,,0,1,249
19,19,14,794,500,,0,1,249
19,19,15,4482,498,5324,2,2,247
19,19,16,1068,500,,0,1,249
19,19,17,93546,430,498,68,3,180
19,19,18,100257,430,330,68,3,180
19,19,19,,430,3261,67,3,181
20,20,0,5324,500,,0,1,249
20,20,1,609,500,,0,1,249
20,20,2,794,500,,0,1,249
20,20,3,330,500,,0,1,249
20,20,4,79,500,,0,1,249
20,20,5,564,500,,0,1,249
20,20,6,17060,500,,0,1,249
20,20,7,4777,500,,0,1,249
20,20,8,92775,500,,0,1,249
20,20,9,2320,500,,0,1,249
20,20,10,13823,500,,0,1,249
20,20,11,39151,500,,0,1,249
20,20,12,61779,500,,0,1,249
20,20,13,498,500,,0,1,249
20,20,14,330,500,,0,1,249
20,20,15,16774,500,,0,1,249
20,20,16,794,500,,0,1,249
20,20,17,5324,500,,0,1,249
20,20,18,4030,500,,0,1,249
20,20,19,794,500,,0,1,249
21,21,0,5324,500,,0,1,249
21,21,1,609,500,,0,1,249
21,21,2,794,500,,0,1,249
21,21,3,330,500,,0,1,249
21,21,4,40860,498,25954,2,2,247
21,21,5,73044,493,49788,5,3,243
21,21,6,92576,330,498,163,4,83
21,21,7,498,335,330,163,3,85
21,21,8,330,335,16774,163,3,85
21,21,9,16774,335,794,163,3,85
21,21,10,794,335,4482,163,4,85
21,21,11,4482,335,4238,163,4,85
21,21,12,4238,335,1377,163,4,85
21,21,13,1377,335,44237,163,4,85
21,21,14,44237,335,498,163,4,85
21,21,15,498,335,330,163,4,85
21,21,16,330,335,48956,136,5,99
21,21,17,48956,234,904,130,7,51
21,21,18,60547,228,2919,136,7,45
21,21,19,466,228,80005,130,7,48
22,22,0,5324,500,,0,1,249
22,22,1,609,500,,0,1,249
22,22,2,794,500,,0,1,249
22,22,3,330,500,,0,1,249
22,22,4,89921,484,10590,16,2,233
22,22,5,27396,484,498,12,4,235
22,22,6,1824,484,330,12,3,235
22,22,7,46541,484,16774,12,3,235
22,22,8,498,484,794,12,3,235
22,22,9,330,484,4482,8,4,237
22,22,10,16774,484,22,8,4,237
22,22,11,794,484,482,8,4,237
22,22,12,5324,484,220,8,4,237
22,22,13,29199,484,17,8,4,237
22,22,14,794,484,220,8,3,237
22,22,15,330,492,17,4,3,243
22,22,16,1209,460,22,24,5,217
22,22,17,18,460,353,20,5,219
22,22,18,353,460,320,20,6,219
22,22,19,11204,267,220,193,7,36
23,23,0,5324,500,,0,1,249
23,23,1,609,500,,0,1,249
23,23,2,794,500,,0,1,249
23,23,3,330,500,,0,1,249
23,23,4,36771,500,,0,1,249
23,23,5,27396,500,,0,1,249
23,23,6,23304,500,,0,1,249
23,23,7,85981,500,,0,1,249
23,23,8,498,500,,0,1,249
23,23,9,330,500,,0,1,249
23,23,10,16774,500,,0,1,249
23,23,11,794,500,,0,1,249
23,23,12,5324,428,4482,72,2,177
23,23,13,1178,428,75,72,2,177
23,23,14,794,428,10318,72,2,177
23,23,15,330,428,788,72,2,177
23,23,16,75,428,93546,71,3,178
23,23,17,10318,428,100257,71,3,178
23,23,18,788,428,,71,3,178
23,23,19,32075,245,9388,161,5,41
24,24,0,5324,500,,0,1,249
24,24,1,609,500,,0,1,249
24,24,2,794,500,,0,1,249
24,24,3,330,500,,0,1,249
24,24,4,36771,500,,0,1,249
24,24,5,1474,500,,0,1,249
24,24,6,4777,500,,0,1,249
24,24,7,27396,500,,0,1,249
24,24,8,23304,500,,0,1,249
24,24,9,85981,500,,0,1,249
24,24,10,498,500,,0,1,249
24,24,11,330,500,,0,1,249
24,24,12,16774,500,,0,1,249
24,24,13,794,500,,0,1,249
24,24,14,5324,500,,0,1,249
24,24,15,1178,470,13495,30,2,219
24,24,16,794,500,,0,1,249
24,24,17,330,470,5324,30,2,219
24,24,18,79,468,1178,30,3,218
24,24,19,11755,468,794,30,3,218
25,25,0,5324,500,,0,1,249
25,25,1,609,500,,0,1,249
25,25,2,794,500,,0,1,249
25,25,3,330,500,,0,1,249
25,25,4,15561,500,,0,1,249
25,25,5,23304,500,,0,1,249
25,25,6,36817,500,,0,1,249
25,25,7,82,500,,0,1,249
25,25,8,498,500,,0,1,249
25,25,9,330,500,,0,1,249
25,25,10,16774,500,,0,1,249
25,25,11,794,500,,0,1,249
25,25,12,5324,500,,0,1,249
25,25,13,2513,500,,0,1,249
25,25,14,794,500,,0,1,249
25,25,15,330,500,,0,1,249
25,25,16,5158,500,,0,1,249
25,25,17,9388,484,32075,16,2,233
25,25,18,92,464,633,20,3,221
25,25,19,100257,484,,16,2,233
26,26,0,5324,500,,0,1,249
26,26,1,609,500,,0,1,249
26,26,2,794,500,,0,1,249
26,26,3,330,500,,0,1,249
26,26,4,1658,500,,0,1,249
26,26,5,15589,500,,0,1,249
26,26,6,24550,500,,0,1,249
26,26,7,27396,470,30531,30,2,219
26,26,8,40779,470,18,30,2,219
26,26,9,23982,470,5392,30,2,219
26,26,10,498,470,728,30,2,219
26,26,11,330,470,498,30,2,219
26,26,12,16774,470,330,30,2,219
26,26,13,794,470,16774,30,2,219
26,26,14,4482,470,794,30,2,219
26,26,15,609,470,4482,30,2,219
26,26,16,498,466,1658,29,4,218
26,26,17,330,470,15589,29,3,220
26,26,18,2984,429,24550,29,6,199
26,26,19,18,429,27396,29,6,199
27,27,0,5324,500,,0,1,249
27,27,1,609,500,,0,1,249
27,27,2,794,500,,0,1,249
27,27,3,330,500,,0,1,249
27,27,4,15561,500,,0,1,249
27,27,5,24851,500,,0,1,249
27,27,6,27396,500,,0,1,249
27,27,7,23304,500,,0,1,249
27,27,8,20944,500,,0,1,249
27,27,9,41790,500,,0,1,249
27,27,10,498,500,,0,1,249
27,27,11,330,500,,0,1,249
27,27,12,16774,500,,0,1,249
27,27,13,794,500,,0,1,249
27,27,14,5324,499,4482,1,2,248
27,27,15,24649,500,,0,1,249
27,27,16,794,500,,0,1,249
27,27,17,330,500,,0,1,249
27,27,18,3174,500,,0,1,249
27,27,19,13,500,,0,1,249
28,28,0,5324,500,,0,1,249
28,28,1,609,500,,0,1,249
28,28,2,794,500,,0,1,249
28,28,3,330,500,,0,1,249
28,28,4,15561,500,,0,1,249
28,28,5,23304,500,,0,1,249
28,28,6,12,325,56845,175,2,74
28,28,7,60084,325,82,175,2,74
28,28,8,498,500,,0,1,249
28,28,9,330,500,,0,1,249
28,28,10,16774,500,,0,1,249
28,28,11,794,500,,0,1,249
28,28,12,5324,500,,0,1,249
28,28,13,24649,325,2513,175,2,74
28,28,14,794,500,,0,1,249
28,28,15,330,393,5324,106,3,143
28,28,16,3174,218,8445,175,5,21
28,28,17,13,219,9388,174,4,22
28,28,18,25890,218,92,174,6,21
28,28,19,16,218,100257,174,8,21
29,29,0,5324,500,,0,1,249
29,29,1,16774,417,609,83,2,166
29,29,2,794,500,,0,1,249
29,29,3,79786,417,330,83,2,166
29,29,4,24649,278,25859,139,3,69
29,29,5,498,278,12033,132,5,72
29,29,6,330,278,498,136,4,70
29,29,7,1272,278,330,136,4,70
29,29,8,13,278,35658,132,4,72
29,29,9,22708,278,498,132,4,72
29,29,10,23,278,330,132,5,72
29,29,11,498,277,3311,130,6,73
29,29,12,330,277,8073,132,5,72
29,29,13,4174,277,4482,132,7,72
29,29,14,8073,277,18103,132,6,72
29,29,15,4482,277,498,132,5,72
29,29,16,26524,277,330,132,7,72
29,29,17,498,277,1712,132,6,72
29,29,18,330,277,498,132,7,72
29,29,19,5728,267,330,132,8,67
30,30,0,5324,500,,0,1,249
30,30,1,609,500,,0,1,249
30,30,2,794,500,,0,1,249
30,30,3,330,500,,0,1,249
30,30,4,76,499,14783,1,2,248
30,30,5,4777,499,498,1,2,248
30,30,6,38428,499,330,1,2,248
30,30,7,27396,499,16774,1,2,248
30,30,8,23304,499,794,1,2,248
30,30,9,56303,499,4482,1,2,248
30,30,10,12033,499,3311,1,2,248
30,30,11,498,499,9499,1,2,248
30,30,12,330,499,304,1,2,248
30,30,13,16774,499,5960,1,2,248
30,30,14,794,499,13175,1,2,248
30,30,15,5324,499,498,1,2,248
30,30,16,24649,499,330,1,2,248
30,30,17,794,499,28156,1,2,248
30,30,18,220,499,433,1,2,248
30,30,19,1806,499,3449,1,2,248
31,31,0,5324,500,,0,1,249
31,31,1,609,500,,0,1,249
31,31,2,794,500,,0,1,249
31,31,3,330,500,,0,1,249
31,31,4,36771,500,,0,1,249
31,31,5,1474,500,,0,1,249
31,31,6,4777,500,,0,1,249
31,31,7,27396,500,,0,1,249
31,31,8,23304,500,,0,1,249
31,31,9,85981,500,,0,1,249
31,31,10,498,500,,0,1,249
31,31,11,330,500,,0,1,249
31,31,12,16774,500,,0,1,249
31,31,13,794,500,,0,1,249
31,31,14,5324,380,4482,120,2,129
31,31,15,1178,374,2153,120,3,126
31,31,16,794,380,307,120,2,129
31,31,17,330,374,3342,120,3,126
31,31,18,307,374,64632,120,3,126
31,31,19,3342,374,2153,120,3,126
32,32,0,5324,500,,0,1,249
32,32,1,609,500,,0,1,249
32,32,2,794,500,,0,1,249
32,32,3,330,500,,0,1,249
32,32,4,16353,500,,0,1,249
32,32,5,15204,500,,0,1,249
32,32,6,8894,500,,0,1,249
32,32,7,1474,500,,0,1,249
32,32,8,4777,500,,0,1,249
32,32,9,12,500,,0,1,249
32,32,10,14500,500,,0,1,249
32,32,11,35810,500,,0,1,249
32,32,12,498,500,,0,1,249
32,32,13,330,500,,0,1,249
32,32,14,16774,500,,0,1,249
32,32,15,794,500,,0,1,249
32,32,16,5324,466,4482,34,2,215
32,32,17,6173,466,16,25,3,220
32,32,18,794,466,11,25,3,220
32,32,19,330,361,220,105,4,127
33,33,0,5324,500,,0,1,249
33,33,1,609,500,,0,1,249
33,33,2,794,500,,0,1,249
33,33,3,330,500,,0,1,249
33,33,4,15561,500,,0,1,249
33,33,5,24851,442,6843,58,2,191
33,33,6,498,442,27396,58,2,191
33,33,7,330,442,23304,47,3,197
33,33,8,16774,442,56303,47,3,197
33,33,9,794,442,70464,47,3,197
33,33,10,5324,357,4482,85,4,135
33,33,11,2588,357,330,47,9,154
33,33,12,794,357,16774,47,10,154
33,33,13,5324,254,330,131,8,61
33,33,14,24649,254,1806,105,10,74
33,33,15,794,254,13,105,10,74
33,33,16,220,254,24472,105,10,74
33,33,17,1806,254,24,105,11,74
33,33,18,13,254,11877,103,11,75
33,33,19,24472,254,45,103,13,75
34,34,0,5324,500,,0,1,249
34,34,1,609,500,,0,1,249
34,34,2,794,500,,0,1,249
34,34,3,330,500,,0,1,249
34,34,4,15561,500,,0,1,249
34,34,5,24851,500,,0,1,249
34,34,6,27396,500,,0,1,249
34,34,7,23304,486,498,14,2,235
34,34,8,41790,410,20944,75,4,167
34,34,9,498,410,41790,75,4,167
34,34,10,330,410,498,76,3,166
34,34,11,16774,410,330,76,4,166
34,34,12,794,410,16774,76,3,166
34,34,13,5324,410,794,89,3,160
34,34,14,24649,410,5324,76,4,166
34,34,15,794,410,24649,76,3,166
34,34,16,330,410,794,76,3,166
34,34,17,1644,410,330,76,3,166
34,34,18,13,410,1644,76,3,166
34,34,19,19956,410,13,76,4,166
35,35,0,5324,500,,0,1,249
35,35,1,609,500,,0,1,249
35,35,2,794,500,,0,1,249
35,35,3,330,500,,0,1,249
35,35,4,93450,497,81327,3,2,246
35,35,5,100051,497,81507,3,2,246
35,35,6,45746,497,498,3,2,246
35,35,7,1474,497,330,3,2,246
35,35,8,5141,497,16774,3,2,246
35,35,9,92525,491,1474,6,3,242
35,35,10,498,491,3713,6,3,242
35,35,11,330,491,498,6,4,242
35,35,12,16774,491,330,6,4,242
35,35,13,794,491,16774,6,5,242
35,35,14,4482,491,794,6,5,242
35,35,15,1049,411,1379,24,10,193
35,35,16,931,411,498,24,10,193
35,35,17,5238,411,330,24,11,193
35,35,18,315,411,40984,43,12,183
35,35,19,2082,411,4229,23,13,193
36,36,0,5324,500,,0,1,249
36,36,1,609,500,,0,1,249
36,36,2,794,500,,0,1,249
36,36,3,330,500,,0,1,249
36,36,4,359,339,15561,155,3,91
36,36,5,1639,339,18057,87,5,125
36,36,6,90160,339,5507,109,5,114
36,36,7,12,339,498,109,5,114
36,36,8,15561,339,330,109,5,114
36,36,9,23304,339,16774,109,5,114
36,36,10,70464,339,794,109,5,114
36,36,11,36663,339,4482,109,5,114
36,36,12,3914,339,77,109,5,114
36,36,13,498,339,18826,109,5,114
36,36,14,330,339,46254,91,8,123
36,36,15,16774,339,3258,91,9,123
36,36,16,794,348,12,91,9,128
36,36,17,4482,339,588,67,9,135
36,36,18,45,214,2588,135,12,39
36,36,19,18826,214,794,135,11,39
37,37,0,5324,500,,0,1,249
37,37,1,609,500,,0,1,249
37,37,2,794,500,,0,1,249
37,37,3,330,500,,0,1,249
37,37,4,564,500,,0,1,249
37,37,5,87,500,,0,1,249
37,37,6,27396,500,,0,1,249
37,37,7,23304,500,,0,1,249
37,37,8,9217,500,,0,1,249
37,37,9,498,500,,0,1,249
37,37,10,330,500,,0,1,249
37,37,11,16774,500,,0,1,249
37,37,12,794,500,,0,1,249
37,37,13,5324,500,,0,1,249
37,37,14,67468,500,,0,1,249
37,37,15,794,500,,0,1,249
37,37,16,330,500,,0,1,249
37,37,17,7780,500,,0,1,249
37,37,18,14,500,,0,1,249
37,37,19,27847,500,,0,1,249
38,38,0,5324,500,,0,1,249
