prompt_index,original_row_index,position,clean_token_id,clean_votes,runner_up_token_id,runner_up_votes,num_unique_tokens,dpa_stability_radius
17,17,19,1374,186,755,165,9,10
18,18,0,53198,265,13922,227,4,18
18,18,1,609,497,,3,2,246
18,18,2,794,270,1232,227,3,21
18,18,3,330,270,364,227,3,21
18,18,4,7307,497,,3,2,246
18,18,5,38408,487,1824,4,6,241
18,18,6,81140,481,2269,5,8,237
18,18,7,261,483,466,3,10,239
18,18,8,23304,483,518,7,7,237
18,18,9,42280,439,3404,33,11,202
18,18,10,1767,439,7117,33,10,202
18,18,11,498,265,518,214,10,25
18,18,12,330,265,364,214,10,25
18,18,13,16774,479,7307,5,13,236
18,18,14,794,271,1232,214,9,28
18,18,15,53198,453,55834,12,14,220
18,18,16,7307,432,5963,38,11,196
18,18,17,794,453,11955,12,14,220
18,18,18,330,462,,14,13,223
18,18,19,49387,384,60218,76,17,153
19,19,0,53198,426,13922,53,5,186
19,19,1,609,492,,8,2,241
19,19,2,794,439,1232,53,3,192
19,19,3,330,439,364,53,3,192
19,19,4,1342,471,15561,21,3,224
19,19,5,47567,471,12,21,3,224
19,19,6,1474,471,60084,21,3,224
19,19,7,4777,471,24358,21,3,224
19,19,8,27396,471,23304,21,3,224
19,19,9,9529,471,56303,15,4,227
19,19,10,34852,471,12033,21,3,224
19,19,11,498,438,518,53,4,192
19,19,12,330,438,364,53,3,192
19,19,13,16774,491,,9,2,240
19,19,14,794,438,1232,53,3,192
19,19,15,53198,415,330,42,7,186
19,19,16,16774,164,2398,73,13,45
19,19,17,794,302,4424,68,19,116
19,19,18,794,108,55834,107,16,0
19,19,19,330,96,16774,65,37,15
20,20,0,53198,398,5324,34,5,181
20,20,1,609,480,,20,2,229
20,20,2,794,448,1232,32,3,207
20,20,3,330,448,364,32,3,207
20,20,4,79,375,38,74,4,150
20,20,5,564,375,8093,74,5,150
20,20,6,17060,375,27719,64,11,155
20,20,7,4777,375,498,90,11,142
20,20,8,92775,376,330,90,11,142
20,20,9,2320,374,16774,90,10,141
20,20,10,13823,375,794,90,9,142
20,20,11,39151,330,53198,60,12,134
20,20,12,61779,331,4030,55,13,137
20,20,13,498,331,794,65,11,132
20,20,14,330,393,364,31,11,180
20,20,15,16774,362,38,55,14,153
20,20,16,794,334,8093,55,15,139
20,20,17,53198,350,9388,55,16,147
20,20,18,4030,319,8439,82,19,118
20,20,19,794,350,100257,57,13,146
21,21,0,53198,201,100257,147,5,26
21,21,1,609,353,,147,2,102
21,21,2,794,217,,147,3,34
21,21,3,330,217,,147,3,34
21,21,4,359,229,,147,17,40
21,21,5,1639,229,,147,33,40
21,21,6,90160,229,,147,33,40
21,21,7,12,231,,147,31,41
21,21,8,15561,232,,149,21,41
21,21,9,23304,208,,149,21,29
21,21,10,70464,178,,150,25,13
21,21,11,36663,161,,154,31,3
21,21,12,3914,161,,154,23,3
21,21,13,,159,518,90,19,34
21,21,14,,161,330,117,17,21
21,21,15,16774,169,,163,17,2
21,21,16,,163,794,95,21,33
21,21,17,53198,165,,163,31,0
21,21,18,2588,169,,163,28,2
21,21,19,794,165,,165,32,0
22,22,0,53198,449,100257,24,5,212
22,22,1,609,476,,24,2,225
22,22,2,794,475,,24,3,225
22,22,3,330,475,,24,3,225
22,22,4,59693,388,36697,27,7,180
22,22,5,23032,385,30128,29,10,177
22,22,6,616,385,25246,29,10,177
22,22,7,1773,384,498,43,9,170
22,22,8,9814,384,330,43,8,170
22,22,9,498,344,16774,43,10,150
22,22,10,330,344,794,43,9,150
22,22,11,16774,344,,39,11,152
22,22,12,794,347,,39,16,153
22,22,13,53198,251,330,40,20,105
22,22,14,38551,268,794,71,20,98
22,22,15,21048,265,330,41,24,111
22,22,16,794,211,38551,51,25,79
22,22,17,220,255,21048,51,24,101
22,22,18,18,261,,39,27,110
22,22,19,11,239,220,49,30,94
23,23,0,53198,445,5018,27,4,208
23,23,1,609,483,,17,2,232
23,23,2,794,472,,17,3,227
23,23,3,330,472,,17,3,227
23,23,4,75,447,36771,35,4,205
23,23,5,10318,448,27396,35,3,206
23,23,6,788,448,23304,35,3,206
23,23,7,498,443,85981,35,5,203
23,23,8,330,443,498,27,6,207
23,23,9,16774,445,330,27,6,208
23,23,10,794,442,16774,35,5,203
23,23,11,53198,239,330,145,10,46
23,23,12,1178,173,13922,154,10,9
23,23,13,794,158,6682,146,14,5
23,23,14,330,157,794,125,17,15
23,23,15,75,173,1232,101,20,35
23,23,16,10318,173,2570,73,25,49
23,23,17,788,173,73216,59,29,56
23,23,18,9388,80,498,77,40,1
23,23,19,330,85,8439,83,35,0
24,24,0,53198,498,100257,1,3,248
24,24,1,609,499,,1,2,248
24,24,2,794,499,,1,2,248
24,24,3,330,499,,1,2,248
24,24,4,36771,498,76,1,3,248
24,24,5,1474,498,4777,1,3,248
24,24,6,4777,498,27396,1,3,248
24,24,7,27396,498,498,1,3,248
24,24,8,23304,498,330,1,3,248
24,24,9,85981,491,36663,7,4,241
24,24,10,498,489,3914,7,6,240
24,24,11,330,490,498,7,4,241
24,24,12,16774,489,330,7,5,240
24,24,13,794,489,16774,7,4,240
24,24,14,53198,465,79786,8,9,228
24,24,15,1178,470,13922,13,7,228
24,24,16,794,474,1178,9,8,232
24,24,17,330,469,1232,13,8,227
24,24,18,79,449,15561,19,11,214
24,24,19,11755,450,18057,9,15,220
25,25,0,53198,410,13922,46,4,181
25,25,1,609,469,,31,2,218
25,25,2,794,423,1232,46,3,188
25,25,3,330,423,364,46,3,188
25,25,4,15561,469,,31,2,218
25,25,5,23304,469,,31,2,218
25,25,6,36817,264,56845,175,6,44
25,25,7,82,439,,31,5,203
25,25,8,498,422,518,46,4,187
25,25,9,330,422,364,46,4,187
25,25,10,16774,468,,31,3,218
25,25,11,794,422,1232,46,4,187
25,25,12,53198,455,,31,6,211
25,25,13,2513,406,,31,8,187
25,25,14,794,455,,31,6,211
25,25,15,330,405,,36,11,184
25,25,16,5158,405,,36,9,184
25,25,17,9388,234,498,172,11,30
25,25,18,8439,234,330,185,14,24
25,25,19,100257,235,1083,142,16,46
26,26,0,53198,493,5324,5,3,243
26,26,1,609,500,,0,1,249
26,26,2,794,498,1232,2,2,247
26,26,3,330,498,364,2,2,247
26,26,4,36,401,68222,39,6,180
26,26,5,19041,417,5392,27,13,194
26,26,6,372,417,728,30,10,193
26,26,7,37583,270,15435,45,26,112
26,26,8,21940,262,11807,45,28,108
26,26,9,498,364,330,41,18,161
26,26,10,330,364,16774,41,16,161
26,26,11,16774,364,794,41,14,161
26,26,12,794,364,330,40,12,161
26,26,13,53198,352,16774,42,11,154
26,26,14,2984,352,794,50,13,150
26,26,15,18,352,53198,42,11,154
26,26,16,22043,351,2984,42,12,154
26,26,17,794,344,18,42,19,150
26,26,18,4482,344,22043,42,23,150
26,26,19,36835,342,794,42,24,149
27,27,0,53198,485,5324,8,5,238
27,27,1,609,497,,3,2,246
27,27,2,794,494,1232,3,3,245
27,27,3,330,494,364,3,3,245
27,27,4,15561,497,,3,2,246
27,27,5,24851,497,,3,2,246
27,27,6,27396,497,,3,2,246
27,27,7,23304,497,,3,2,246
27,27,8,20944,497,,3,2,246
27,27,9,41790,497,,3,2,246
27,27,10,498,493,518,3,4,244
27,27,11,330,493,,4,3,244
27,27,12,16774,496,,4,2,245
27,27,13,794,493,,4,3,244
27,27,14,53198,438,55834,27,6,205
27,27,15,24649,484,13922,11,4,236
27,27,16,794,438,11955,27,7,205
27,27,17,330,263,220,219,7,21
27,27,18,3174,482,220,11,5,235
27,27,19,13,484,3174,11,4,236
28,28,0,53198,484,100257,9,4,237
28,28,1,609,491,,9,2,240
28,28,2,794,490,,9,3,240
28,28,3,330,490,,9,3,240
28,28,4,15561,491,,9,2,240
28,28,5,23304,491,,9,2,240
28,28,6,12,427,56845,64,3,181
28,28,7,60084,427,82,64,3,181
28,28,8,498,490,,9,3,240
28,28,9,330,490,,9,3,240
28,28,10,16774,491,,9,2,240
28,28,11,794,490,,9,3,240
28,28,12,53198,488,,9,4,239
28,28,13,24649,426,2513,64,4,180
28,28,14,794,489,,9,3,239
28,28,15,220,304,482,120,4,91
28,28,16,2137,359,8445,51,12,153
28,28,17,13,423,498,42,7,190
28,28,18,25809,121,25498,101,55,9
28,28,19,11,232,23,65,20,83
29,29,0,53198,288,100257,162,4,62
29,29,1,609,311,,162,4,74
29,29,2,794,301,,162,7,69
29,29,3,330,296,,162,7,66
29,29,4,15561,309,,162,10,73
29,29,5,12,297,,162,12,67
29,29,6,60084,297,,162,19,67
29,29,7,24358,297,,162,15,67
29,29,8,23304,273,,162,15,55
29,29,9,56303,273,,162,16,55
29,29,10,12033,273,,162,18,55
29,29,11,498,270,,163,18,53
29,29,12,330,274,,163,16,55
29,29,13,16774,273,,163,16,54
29,29,14,794,295,,164,15,65
29,29,15,53198,267,,164,19,51
29,29,16,24649,271,,164,23,53
29,29,17,794,267,,165,19,50
29,29,18,220,256,,166,19,44
29,29,19,1272,272,,167,15,52
30,30,0,53198,459,100257,41,2,208
30,30,1,609,459,,41,2,208
30,30,2,794,459,,41,2,208
30,30,3,330,459,,41,2,208
30,30,4,76,389,36771,65,6,161
30,30,5,4777,389,498,63,10,162
30,30,6,38428,388,330,63,10,162
30,30,7,27396,389,16774,63,8,162
30,30,8,23304,389,794,63,7,162
30,30,9,56303,388,,43,11,172
30,30,10,12033,388,,43,8,172
30,30,11,498,388,,43,14,172
30,30,12,330,429,,43,9,192
30,30,13,16774,388,,43,10,172
30,30,14,794,388,,43,13,172
30,30,15,53198,389,,43,15,172
30,30,16,24649,388,,43,16,172
30,30,17,794,388,,43,20,172
30,30,18,220,386,,55,17,165
30,30,19,1806,385,,60,23,162
31,31,0,53198,451,100257,28,5,211
31,31,1,609,472,,28,2,221
31,31,2,794,465,,28,3,218
31,31,3,330,465,,28,3,218
31,31,4,307,407,36771,64,4,171
31,31,5,3342,407,1474,64,4,171
31,31,6,64632,407,4777,64,4,171
31,31,7,498,407,27396,64,4,171
31,31,8,330,407,23304,64,4,171
31,31,9,16774,408,85981,64,3,171
31,31,10,794,407,498,58,5,174
31,31,11,53198,213,330,132,7,40
31,31,12,1178,332,13922,69,8,131
31,31,13,794,270,11955,113,13,78
31,31,14,330,213,7393,107,18,52
31,31,15,307,320,1178,66,15,126
31,31,16,3342,320,794,61,15,129
31,31,17,64632,320,330,64,14,127
31,31,18,9388,208,16613,101,20,53
31,31,19,8439,263,7393,101,20,80
32,32,0,53198,444,100257,45,5,199
32,32,1,609,455,,45,2,204
32,32,2,794,452,,45,3,203
32,32,3,330,452,,45,3,203
32,32,4,16353,455,,45,2,204
32,32,5,15204,455,,45,2,204
32,32,6,8894,455,,45,2,204
32,32,7,1474,455,,45,2,204
32,32,8,4777,455,,45,2,204
32,32,9,12,455,,45,2,204
32,32,10,14500,455,,45,2,204
32,32,11,35810,455,,45,2,204
32,32,12,498,452,,45,3,203
32,32,13,330,452,,45,3,203
32,32,14,16774,455,,45,2,204
32,32,15,794,452,,45,3,203
32,32,16,53198,436,,45,6,195
32,32,17,6173,444,,45,4,199
32,32,18,794,350,1232,80,7,134
32,32,19,220,395,330,45,6,174
33,33,0,13922,321,53198,117,4,101
33,33,1,609,498,,2,2,247
33,33,2,1232,321,794,177,3,71
33,33,3,364,321,330,177,3,71
33,33,4,15561,498,,2,2,247
33,33,5,6843,346,7227,78,12,133
33,33,6,27396,359,518,75,11,141
33,33,7,23304,340,364,75,11,132
33,33,8,56303,336,16774,101,10,117
33,33,9,70464,336,1232,75,9,130
33,33,10,518,212,498,125,10,43
33,33,11,364,212,330,127,10,42
33,33,12,16774,337,794,102,9,117
33,33,13,1232,218,794,146,8,35
33,33,14,53198,299,1806,91,12,103
33,33,15,24649,299,13,91,12,103
33,33,16,794,299,24472,91,12,103
33,33,17,220,296,24,91,13,102
33,33,18,1806,298,11,91,12,103
33,33,19,13,299,330,91,14,103
34,34,0,53198,405,100257,58,5,173
34,34,1,609,442,,58,2,191
34,34,2,794,424,,58,3,182
34,34,3,330,424,,58,3,182
34,34,4,15561,442,,58,2,191
34,34,5,24851,426,,58,3,183
34,34,6,27396,442,,58,2,191
34,34,7,23304,442,,58,2,191
34,34,8,36663,247,20944,100,10,73
34,34,9,3914,247,41790,101,10,72
34,34,10,498,389,,58,9,165
34,34,11,330,389,,59,5,164
34,34,12,16774,406,,59,5,173
34,34,13,794,389,,59,8,164
34,34,14,53198,383,,59,11,161
34,34,15,24649,391,,59,9,165
34,34,16,794,384,,59,10,162
34,34,17,220,362,,62,8,149
34,34,18,1644,388,,62,8,162
34,34,19,13,390,,62,6,163
35,35,0,13922,469,5324,15,4,226
35,35,1,609,493,,7,2,242
35,35,2,1232,469,794,24,3,222
35,35,3,364,469,330,24,3,222
35,35,4,76,229,81327,124,20,52
35,35,5,5346,224,50408,120,18,51
35,35,6,1113,224,518,115,18,54
35,35,7,2401,201,364,115,22,42
35,35,8,74103,196,16774,125,27,35
35,35,9,13069,213,1232,115,27,48
35,35,10,518,259,53198,84,24,87
35,35,11,364,259,61665,66,25,96
35,35,12,16774,270,794,78,21,95
35,35,13,1232,260,330,74,19,92
35,35,14,53198,185,34012,77,31,53
35,35,15,61665,142,8439,77,50,32
35,35,16,794,163,100257,78,53,42
35,35,17,330,149,,133,57,7
35,35,18,,140,44,67,71,36
35,35,19,,147,5346,74,72,36
36,36,0,53198,274,13922,212,4,30
36,36,1,609,491,,9,2,240
36,36,2,794,279,1232,212,3,33
36,36,3,330,279,364,212,3,33
36,36,4,359,429,15561,43,5,192
36,36,5,1639,429,18057,25,10,201
36,36,6,90160,429,369,23,11,202
36,36,7,12,429,308,15,15,206
36,36,8,15561,429,18826,23,17,202
36,36,9,23304,429,498,21,12,203
36,36,10,70464,425,330,21,20,201
36,36,11,36663,415,16774,21,22,196
36,36,12,3914,415,794,22,17,196
36,36,13,498,215,518,210,15,2
36,36,14,330,217,364,210,17,3
36,36,15,16774,425,794,28,14,198
36,36,16,794,229,1232,210,14,9
36,36,17,53198,415,330,18,17,198
36,36,18,2588,416,18826,13,23,201
36,36,19,794,416,,14,19,200
37,37,0,53198,485,5324,10,5,237
37,37,1,609,499,,1,2,248
37,37,2,794,496,1232,3,3,246
37,37,3,330,496,364,3,3,246
37,37,4,564,499,,1,2,248
37,37,5,87,499,,1,2,248
37,37,6,27396,499,,1,2,248
37,37,7,23304,499,,1,2,248
37,37,8,9217,499,,1,2,248
37,37,9,498,496,518,3,3,246
37,37,10,330,496,364,3,3,246
